FICE (Federal ID number),College name,State (postal code),School Type,Average Math SAT score,Average Verbal SAT score,Average Combined SAT score,Average ACT score,First quartile - Math SAT,Third quartile - Math SAT,First quartile - Verbal SAT,Third quartile - Verbal SAT,First quartile - ACT,Third quartile - ACT,Number of applications received,Number of applicants accepted,Number of new students enrolled,Pct. new students from top 10% of H.S. class,Pct. new students from top 25% of H.S. class,Number of fulltime undergraduates,Number of parttime undergraduates,In-state tuition,Out-of-state tuition,Room and board costs,Room costs,Board costs,Additional fees,Estimated book costs,Estimated personal spending,Pct. of faculty with Ph.D.'s,Pct. of faculty with terminal degree,Student/faculty ratio,Pct.alumni who donate,Instructional expenditure per student,Graduation rate,Private,Public
2613,Jersey City State College,NJ,Public,440.0,400.0,840.0,22.234338747099766,394.2537637435972,485.7462362564028,360.67772052771244,439.32227947228756,19.716602984622803,24.59198170215222,2957.0,1423.0,691.0,10.0,30.0,3817.0,1394.0,2798.0,3946.0,4800.0,2000.0,2800.0,646.0,400.0,1500.0,63.0,67.0,14.9,10.0,8367.0,26.0,0,1
2616,Monmouth College,NJ,Private,494.0,440.0,934.0,22.234338747099766,430.0,560.0,400.0,470.0,19.716602984622803,24.59198170215222,2707.0,1881.0,478.0,14.0,34.0,1893.0,847.0,12480.0,12480.0,5290.0,2700.0,2590.0,490.0,530.0,1740.0,70.0,85.0,14.2,15.0,9492.0,54.0,1,0
2617,Montclair State University,NJ,Public,487.0,431.0,918.0,22.234338747099766,418.0,566.0,371.0,496.0,19.716602984622803,24.59198170215222,5220.0,2128.0,865.0,19.0,53.0,6411.0,3186.0,2400.0,3648.0,4834.0,3160.0,1674.0,600.0,700.0,950.0,82.0,87.0,21.5,9.0,6717.0,58.0,0,1
2621,New Jersey Institute of Technology,NJ,Public,600.0,466.0,1066.0,22.234338747099766,550.0,650.0,410.0,530.0,19.716602984622803,24.59198170215222,1879.0,1216.0,483.0,27.0,62.0,3311.0,1646.0,4188.0,8832.0,5376.0,3764.0,1612.0,792.0,700.0,1850.0,92.0,98.0,13.5,19.0,12529.0,72.0,0,1
2622,Kean College of New Jersey,NJ,Public,463.0,417.0,880.0,22.234338747099766,417.2537637435972,508.7462362564028,377.67772052771244,456.32227947228756,19.716602984622803,24.59198170215222,3344.0,2322.0,1105.0,6.0,43.0,6804.0,3933.0,1965.0,2875.0,3840.0,2640.0,1200.0,590.0,600.0,1389.2917038358607,76.0,85.0,17.2,20.91296296296296,6001.0,40.0,0,1
2625,William Paterson College of New Jersey,NJ,Public,485.0,428.0,913.0,22.234338747099766,410.0,520.0,370.0,460.0,19.716602984622803,24.59198170215222,5485.0,2662.0,1108.0,9.0,38.0,5938.0,2298.0,2385.0,3135.0,4170.0,2600.0,1570.0,25.0,300.0,1389.2917038358607,77.0,78.0,23.5,13.0,6391.0,38.0,0,1
2627,Princeton University,NJ,Private,708.0,647.0,1355.0,22.234338747099766,645.0,737.0,583.0,678.0,19.716602984622803,24.59198170215222,13218.0,2042.0,1153.0,90.0,98.0,4540.0,146.0,19900.0,19900.0,5910.0,2696.0,3214.0,400.0,675.0,1575.0,91.0,96.0,8.4,54.0,28320.0,99.0,1,0
2628,Rider University,NJ,Private,501.0,439.0,940.0,22.234338747099766,420.0,520.0,370.0,470.0,19.716602984622803,24.59198170215222,3586.0,2424.0,730.0,16.0,31.0,2748.0,1309.0,13250.0,13250.0,5420.0,2514.6819571865444,2060.983830845771,215.0,700.0,3100.0,84.0,92.0,12.3,23.0,11299.0,70.0,1,0
2631,Rutgers State University at Newark,NJ,Public,529.0,459.0,988.0,22.234338747099766,480.0,580.0,400.0,510.0,19.716602984622803,24.59198170215222,5785.0,2690.0,499.0,26.0,62.0,4005.0,1886.0,3640.0,7410.0,4748.0,2780.0,1968.0,978.0,690.0,2009.0,90.0,95.0,17.4,16.0,11878.0,58.0,0,1
2632,Seton Hall University,NJ,Private,496.0,443.0,938.0,22.234338747099766,430.0,560.0,390.0,490.0,19.716602984622803,24.59198170215222,4576.0,3565.0,1000.0,16.0,36.0,4384.0,1530.0,12000.0,12000.0,6484.0,4358.0,2126.0,550.0,650.0,1000.0,81.0,84.0,14.4,15.0,10080.0,64.0,1,0
2638,Saint Peter's College,NJ,Private,428.0,379.0,807.0,22.234338747099766,340.0,490.0,310.0,430.0,19.716602984622803,24.59198170215222,1606.0,1413.0,530.0,23.0,38.0,1921.0,1154.0,9408.0,9408.0,5520.0,2820.0,2700.0,295.0,500.0,450.0,78.0,78.0,12.1,22.0,7669.0,53.0,1,0
2639,Stevens Institute of Technology,NJ,Private,652.0,521.0,1173.0,22.234338747099766,600.0,710.0,450.0,600.0,19.716602984622803,24.59198170215222,1768.0,1249.0,380.0,51.0,93.0,1263.0,11.0,16900.0,16900.0,5680.0,5680.0,2060.983830845771,635.0,450.0,750.0,89.0,89.0,19.0,33.0,12837.0,79.0,1,0
2642,Trenton State College,NJ,Public,592.0,519.0,1111.0,22.234338747099766,540.0,650.0,470.0,570.0,19.716602984622803,24.59198170215222,5042.0,2312.0,944.0,55.0,94.0,5167.0,902.0,3116.0,5391.0,5411.0,2514.6819571865444,2060.983830845771,896.0,700.0,1000.0,81.0,87.0,14.4,6.0,8504.0,81.0,0,1
2644,Upsala College,NJ,Private,410.0,400.0,810.0,22.234338747099766,364.2537637435972,455.7462362564028,360.67772052771244,439.32227947228756,19.716602984622803,24.59198170215222,1540.0,1363.0,446.0,25.67197750702905,52.35,950.0,214.0,12500.0,12500.0,5260.0,2514.6819571865444,2060.983830845771,200.0,700.0,500.0,72.0,88.0,14.0,20.91296296296296,8987.890736342042,43.0,1,0
4741,Rutgers State University at Camden,NJ,Public,545.0,489.0,1034.0,22.234338747099766,510.0,590.0,450.0,530.0,19.716602984622803,24.59198170215222,3366.0,1752.0,232.0,27.0,79.0,2585.0,1300.0,3641.0,7411.0,4748.0,2780.0,1968.0,849.0,690.0,2009.0,90.0,95.0,18.6,12.0,10134.0,57.0,0,1
6964,Rutgers at New Brunswick,NJ,Public,594.0,513.0,1107.0,22.234338747099766,530.0,660.0,460.0,570.0,19.716602984622803,24.59198170215222,48094.0,26330.0,4520.0,36.0,79.0,21401.0,3712.0,3640.0,7410.0,4748.0,2780.0,1986.0,1003.0,690.0,2009.0,90.0,95.0,19.5,19.0,10474.0,77.0,0,1
8770,Fairleigh Dickinson University,NJ,Private,495.0,430.0,925.0,22.234338747099766,430.0,550.0,380.0,480.0,19.716602984622803,24.59198170215222,3148.0,1616.0,504.0,9.0,24.0,3553.0,3152.0,11010.0,11010.0,5400.0,2994.0,2406.0,611.0,623.0,1389.2917038358607,77.0,87.0,16.7,8.0,9637.0,60.0,1,0
9344,Ramapo College of New Jersey,NJ,Public,510.0,460.0,970.0,22.234338747099766,450.0,560.0,410.0,500.0,19.716602984622803,24.59198170215222,2088.0,957.0,362.0,6.0,29.0,2745.0,1938.0,3227.0,4449.0,4860.0,3400.0,1460.0,392.0126459143969,600.0,1655.0,74.0,95.0,17.8,8.0,7333.0,47.0,0,1
9345,Stockton College of New Jersey,NJ,Public,552.0,489.0,1041.0,22.234338747099766,550.0,600.0,490.0,550.0,19.716602984622803,24.59198170215222,4019.0,1579.0,710.0,23.0,65.0,4365.0,765.0,2288.0,3040.0,4351.0,2775.0,1576.0,704.0,711.0,1125.0,78.0,92.0,19.5,7.0,5599.0,64.0,0,1
2093,Saint John's College,NM,Private,585.0,612.5,1197.5,28.5,520.0,650.0,550.0,675.0,27.0,30.0,285.0,246.0,126.0,20.0,45.0,411.0,1081.5267716535434,17430.0,17430.0,5720.0,2790.0,2930.0,200.0,275.0,950.0,73.0,89.0,9.8,20.0,14342.0,61.0,1,0
2649,College of Santa Fe,NM,Private,480.0,484.0,964.0,21.0,410.0,530.0,370.0,530.0,19.0,23.0,546.0,447.0,189.0,16.0,42.0,873.0,683.0,11138.0,11138.0,4138.0,1978.0,2160.0,330.0,600.0,1200.0,40.0,74.0,14.0,7.0,8820.0,80.0,1,0
2650,College of the Southwest,NM,Private,460.0,390.0,850.0,19.0,414.2537637435972,505.7462362564028,350.67772052771244,429.32227947228756,17.259858154496555,20.740141845503445,77.0,61.0,27.0,7.0,38.0,352.0,147.0,3120.0,3120.0,3382.0,1358.0,2024.0,125.0,400.0,500.0,24.0,35.0,14.3,20.91296296296296,3190.0,20.0,1,0
2651,Eastern New Mexico University,NM,Public,512.9771739130434,466.6125,979.3584598698482,20.5,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,16.0,25.0,1256.0,1220.0,590.0,25.67197750702905,52.35,2762.0,587.0,1518.0,5586.0,2600.0,2514.6819571865444,2060.983830845771,392.0126459143969,500.0,1200.0,73.0,80.0,19.6,2.0,5658.0,34.0,0,1
2653,New Mexico Highlands University,NM,Public,512.9771739130434,466.6125,979.3584598698482,17.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,15.259858154496555,18.740141845503445,777.0,649.0,406.0,5.0,20.0,1630.0,384.0,1392.0,5148.0,2380.0,1430.0,950.0,20.0,400.0,1389.2917038358607,72.0,78.0,17.4,20.91296296296296,7664.0,28.0,0,1
2654,New Mexico Institute of Mining and Tech.,NM,Public,512.9771739130434,466.6125,979.3584598698482,26.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,24.259858154496555,27.740141845503445,787.0,601.0,233.0,40.0,73.0,1017.0,411.0,1302.0,5376.0,3214.0,3214.0,2060.983830845771,556.0,600.0,1100.0,99.0,100.0,13.7,11.0,9241.0,34.0,0,1
2657,New Mexico State University,NM,Public,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.0,25.0,4119.0,3200.0,1663.0,25.67197750702905,52.35,9673.0,3481.0,1980.0,6432.0,3148.0,1588.0,1580.0,392.0126459143969,550.0,1066.0,76.0,75.23113207547169,19.6,20.91296296296296,6106.0,40.0,0,1
2664,Western New Mexico University,NM,Public,512.9771739130434,466.6125,979.3584598698482,17.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,12.0,21.0,1054.0,1054.0,470.0,5.0,25.0,1495.0,521.0,1394.0,4652.0,2260.0,1340.0,920.0,392.0126459143969,500.0,1389.2917038358607,55.0,55.0,15.5,8.0,8987.890736342042,47.0,0,1
10313,Univ. of New Mexico-Main Campus,NM,Public,505.0,460.0,965.0,22.0,430.0,580.0,390.0,530.0,19.0,24.0,3871.0,3349.0,1891.0,27.0,53.0,12257.0,5264.0,1884.0,7115.0,3516.0,2514.6819571865444,2060.983830845771,420.0,584.0,500.0,91.0,88.0,14.3,20.91296296296296,8209.0,34.0,0,1
2568,University of Nevada at Reno,NV,Public,488.0,432.0,920.0,22.0,420.0,500.0,370.0,480.0,23.0,25.0,2868.0,2409.0,1524.0,25.67197750702905,52.35,5916.0,2939.0,1740.0,6490.0,4560.0,2635.0,1925.0,20.0,600.0,2900.0,78.0,80.0,15.4,12.0,10407.0,54.0,0,1
2569,University of Nevada-Las Vegas,NV,Public,486.0,417.0,903.0,21.0,440.2537637435972,531.7462362564028,377.67772052771244,456.32227947228756,17.0,23.0,2752.0975232198143,2786.0,1595.0,25.0,50.0,7969.0,8008.0,1740.0,6490.0,4952.0,1702.0,3250.0,40.0,700.0,1700.0,76.0,84.0,14.8,14.0,8139.0,37.0,0,1
9192,Sierra Nevada College,NV,Private,400.0,400.0,800.0,21.0,354.2537637435972,445.7462362564028,360.67772052771244,439.32227947228756,19.259858154496555,22.740141845503445,200.0,160.0,100.0,5.0,25.0,300.0,50.0,7500.0,7500.0,4500.0,2500.0,2000.0,392.0126459143969,500.0,1389.2917038358607,45.0,45.0,7.5,20.91296296296296,8987.890736342042,29.0,1,0
2666,Adelphi University,NY,Private,500.0,457.0,957.0,22.234338747099766,454.2537637435972,545.7462362564028,417.67772052771244,496.32227947228756,19.716602984622803,24.59198170215222,2186.0,1924.0,512.0,16.0,29.0,2683.0,1227.0,12280.0,12280.0,6450.0,2514.6819571865444,2060.983830845771,392.0126459143969,750.0,1500.0,29.0,30.0,12.2,16.0,10527.0,56.0,1,0
2667,Dowling College,NY,Private,440.0,400.0,840.0,18.0,370.0,520.0,340.0,440.0,16.0,20.0,1011.0,829.0,410.0,9.0,33.0,1059.0,2458.0,9000.0,9000.0,3100.0,2514.6819571865444,3100.0,630.0,450.0,1413.0,77.0,78.0,12.4,7.0,11178.0,42.0,1,0
2668,Alfred University,NY,Private,600.0,530.0,1130.0,25.5,540.0,660.0,480.0,580.0,23.0,28.0,1732.0,1425.0,472.0,37.0,75.0,1830.0,110.0,16548.0,16548.0,5406.0,2808.0,2598.0,424.0,500.0,600.0,82.0,88.0,11.3,31.0,10932.0,73.0,1,0
2671,Bard College,NY,Private,620.0,610.0,1230.0,22.234338747099766,550.0,690.0,550.0,670.0,19.716602984622803,24.59198170215222,1910.0,838.0,285.0,50.0,85.0,1004.0,15.0,19264.0,19264.0,6206.0,2514.6819571865444,2060.983830845771,496.0,750.0,750.0,98.0,98.0,10.4,30.0,13894.0,79.0,1,0
2681,Canisius College,NY,Private,535.0,420.0,955.0,21.5,500.0,570.0,390.0,450.0,19.0,24.0,2853.0,2193.0,753.0,16.0,34.0,2978.0,434.0,10750.0,10750.0,5340.0,2750.0,2590.0,326.0,400.0,1130.0,90.0,92.0,14.6,26.0,7972.0,64.0,1,0
2685,Cazenovia College,NY,Private,392.0,375.0,781.0,19.0,346.2537637435972,437.7462362564028,335.67772052771244,414.32227947228756,17.259858154496555,20.740141845503445,3847.0,3433.0,527.0,9.0,35.0,1010.0,12.0,9384.0,9384.0,4840.0,2420.0,2420.0,395.0,600.0,500.0,22.0,47.0,14.3,20.0,7697.0,118.0,1,0
2687,CUNY-Brooklyn College,NY,Public,490.0,426.0,916.0,22.234338747099766,420.0,560.0,350.0,490.0,19.716602984622803,24.59198170215222,3589.0,2992.0,1367.0,15.0,40.0,7767.0,3827.0,2450.0,5050.0,4162.106851549755,2514.6819571865444,2060.983830845771,155.0,500.0,700.0,83.0,100.0,15.6,20.91296296296296,7581.0,43.0,0,1
2688,CUNY - City College,NY,Public,488.0,405.0,893.0,22.234338747099766,400.0,570.0,310.0,480.0,19.716602984622803,24.59198170215222,3788.0,2747.0,1269.0,20.0,45.0,8071.0,3629.0,2450.0,5050.0,4162.106851549755,2514.6819571865444,2060.983830845771,93.0,500.0,1389.2917038358607,78.0,88.0,12.8,10.0,9002.0,34.0,0,1
2689,CUNY-Hunter College,NY,Public,446.0,399.0,845.0,22.234338747099766,370.0,510.0,330.0,460.0,19.716602984622803,24.59198170215222,6189.0,3212.0,1418.0,14.0,43.0,8140.0,5947.0,2450.0,5050.0,4162.106851549755,1600.0,2060.983830845771,107.0,500.0,500.0,62.0,75.23113207547169,14.1,28.0,7216.0,39.0,0,1
2690,CUNY - Queens College,NY,Public,486.0,421.0,907.0,22.234338747099766,420.0,550.0,360.0,480.0,19.716602984622803,24.59198170215222,4681.0,3627.0,1749.0,12.0,37.0,8837.0,5624.0,2650.0,5250.0,4162.106851549755,2514.6819571865444,2060.983830845771,200.0,500.0,2100.0,100.0,100.0,12.5,11.0,7488.0,46.0,0,1
2699,Clarkson University,NY,Private,612.0,518.0,1130.0,22.234338747099766,570.0,660.0,450.0,580.0,19.716602984622803,24.59198170215222,2174.0,1953.0,557.0,35.0,68.0,2332.0,53.0,15960.0,15960.0,5580.0,2622.0,2958.0,323.0,700.0,1300.0,95.0,95.0,15.8,32.0,11659.0,77.0,1,0
2701,Colgate University,NY,Private,623.0,563.0,1186.0,27.0,580.0,680.0,520.0,620.0,25.0,35.0,4856.0,2492.0,727.0,46.0,75.0,2649.0,25.0,19510.0,19510.0,5565.0,2690.0,2875.0,145.0,500.0,750.0,95.0,98.0,10.5,45.0,15494.0,93.0,1,0
2703,College of Mount St. Vincent,NY,Private,474.0,454.0,928.0,23.0,420.0,530.0,370.0,460.0,21.259858154496555,24.740141845503445,946.0,648.0,177.0,23.0,46.0,707.0,432.0,11790.0,11790.0,5770.0,2514.6819571865444,2060.983830845771,60.0,500.0,1000.0,75.0,77.0,11.9,35.0,10015.0,83.0,1,0
2704,College of New Rochelle,NY,Private,415.0,415.0,830.0,22.234338747099766,369.2537637435972,460.7462362564028,375.67772052771244,454.32227947228756,19.716602984622803,24.59198170215222,551.0,437.0,143.0,25.67197750702905,52.35,2515.0,639.0,10200.0,10200.0,4628.0,2514.6819571865444,2060.983830845771,392.0126459143969,549.9728867623604,1389.2917038358607,87.0,75.23113207547169,37.5,20.91296296296296,8987.890736342042,60.40531561461794,1,0
2705,College of Saint Rose,NY,Private,501.0,515.0,1016.0,21.0,434.0,568.0,436.0,594.0,18.0,24.0,983.0,664.0,249.0,23.0,57.0,1698.0,894.0,9990.0,9990.0,5666.0,2514.6819571865444,2060.983830845771,150.0,800.0,1500.0,66.0,71.0,14.3,28.0,6084.0,64.0,1,0
2707,Columbia University,NY,Private,680.0,620.0,1300.0,22.234338747099766,630.0,720.0,590.0,680.0,19.716602984622803,24.59198170215222,6756.0,1930.0,871.0,78.0,96.0,3376.0,55.0,18624.0,18624.0,6664.0,3740.0,2924.0,486.0,550.0,300.0,97.0,98.0,5.9,21.0,30639.0,99.0,1,0
2708,Barnard College,NY,Private,620.0,600.0,1220.0,22.234338747099766,570.0,660.0,540.0,640.0,19.716602984622803,24.59198170215222,2496.0,1402.0,531.0,53.0,95.0,2121.0,69.0,17926.0,17926.0,8124.0,4786.0,3338.0,720.0,600.0,850.0,83.0,93.0,10.3,33.0,12580.0,91.0,1,0
2709,Concordia College,NY,Private,467.0,435.0,902.0,22.234338747099766,421.2537637435972,512.7462362564028,395.67772052771244,474.32227947228756,19.716602984622803,24.59198170215222,303.0,198.0,101.0,10.0,40.0,443.0,153.0,9370.0,9370.0,4330.0,1870.0,2460.0,392.0126459143969,549.9728867623604,1389.2917038358607,50.0,55.0,9.5,20.91296296296296,10497.0,53.0,1,0
2710,Cooper Union,NY,Private,740.0,600.0,1340.0,22.234338747099766,690.0,760.0,540.0,660.0,19.716602984622803,24.59198170215222,2339.0,307.0,197.0,25.67197750702905,100.0,959.0,26.0,7897.274371069182,9276.905616224649,8700.0,4700.0,4000.0,300.0,860.0,1450.0,67.0,100.0,8.1,36.0,18798.0,95.0,1,0
2711,Cornell University,NY,Private,690.0,590.0,1280.0,22.234338747099766,640.0,740.0,540.0,640.0,19.716602984622803,24.59198170215222,19227.0,7171.0,3286.0,81.0,95.0,13072.0,1081.5267716535434,19000.0,19000.0,6238.0,3658.0,2580.0,66.0,510.0,1060.0,91.0,91.0,6.9,22.0,22480.0,93.0,1,0
2712,D'Youville College,NY,Private,497.0,435.0,932.0,22.0,450.0,510.0,420.0,580.0,21.0,25.0,866.0,619.0,157.0,18.0,47.0,1074.0,336.0,8920.0,8920.0,4310.0,2514.6819571865444,2060.983830845771,180.0,680.0,1320.0,68.0,68.0,14.6,42.0,6898.0,46.0,1,0
2713,Dominican College of Blauvelt,NY,Private,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,360.0,329.0,108.0,4.0,19.0,756.0,863.0,8310.0,8310.0,5500.0,5500.0,2060.983830845771,395.0,600.0,1800.0,43.0,43.0,12.7,5.0,5480.0,54.0,1,0
2718,Elmira College,NY,Private,496.0,463.0,959.0,23.0,430.0,550.0,410.0,520.0,20.0,26.0,1457.0,1045.0,345.0,27.0,50.0,1109.0,502.0,14990.0,14990.0,4980.0,2860.0,2180.0,300.0,450.0,550.0,77.0,98.0,21.5,21.0,7502.0,64.0,1,0
2722,Fordham University,NY,Private,535.0,506.0,1041.0,22.234338747099766,490.0,610.0,460.0,580.0,19.716602984622803,24.59198170215222,4200.0,2874.0,942.0,30.0,55.0,4740.0,1646.0,14235.0,14235.0,6965.0,6965.0,2060.983830845771,170.0,600.0,1735.0,86.0,97.0,14.4,14.0,10864.0,80.0,1,0
2728,Hamilton College,NY,Private,591.0,531.0,1122.0,22.234338747099766,550.0,645.0,490.0,590.0,19.716602984622803,24.59198170215222,3140.0,1783.0,454.0,40.0,82.0,1646.0,24.0,19700.0,19700.0,5050.0,2550.0,2500.0,392.0126459143969,300.0,800.0,91.0,96.0,9.6,60.0,17761.0,91.0,1,0
2729,Hartwick College,NY,Private,524.0,478.0,1002.0,23.0,470.0,570.0,420.0,520.0,21.0,26.0,2083.0,1725.0,430.0,22.0,49.0,1464.0,67.0,17480.0,17480.0,4780.0,2250.0,2530.0,300.0,500.0,700.0,75.0,87.0,12.3,32.0,11625.0,73.0,1,0
2731,Hobart and William Smith Colleges,NY,Private,575.0,515.0,1090.0,25.5,550.0,600.0,490.0,540.0,24.0,27.0,2688.0,2081.0,500.0,25.0,53.0,1792.0,5.0,19029.0,19029.0,5841.0,2877.0,2964.0,431.0,600.0,600.0,99.0,99.0,12.1,37.0,13040.0,79.0,1,0
2732,Hofstra University,NY,Private,540.0,470.0,1010.0,24.0,480.0,590.0,430.0,560.0,23.0,27.0,7428.0,5860.0,1349.0,25.0,63.0,6534.0,1350.0,11600.0,11600.0,5920.0,3620.0,2300.0,650.0,1000.0,1000.0,81.0,90.0,13.9,10.0,10093.0,60.0,1,0
2734,Houghton College,NY,Private,535.0,508.0,1043.0,24.0,470.0,600.0,440.0,560.0,22.0,27.0,949.0,786.0,302.0,30.0,70.0,1210.0,26.0,9990.0,9990.0,3550.0,1850.0,1700.0,310.0,500.0,1500.0,85.0,90.0,15.0,24.0,8187.0,67.0,1,0
2735,Hilbert College,NY,Private,350.0,350.0,700.0,18.0,304.2537637435972,395.7462362564028,310.67772052771244,389.32227947228756,16.259858154496555,19.740141845503445,238.0,235.0,108.0,2.0,13.0,888.0,390.0,7500.0,7500.0,4162.106851549755,1730.0,2580.0,400.0,600.0,1160.0,31.0,38.0,14.3,20.91296296296296,4981.0,60.40531561461794,1,0
2737,Iona College,NY,Private,457.0,410.0,867.0,19.0,390.0,510.0,350.0,460.0,16.0,22.0,4892.0,3530.0,913.0,13.0,33.0,3906.0,1446.0,10690.0,10690.0,6790.0,2514.6819571865444,2060.983830845771,270.0,570.0,1150.0,66.0,83.0,16.0,14.0,8107.0,66.0,1,0
2739,Ithaca College,NY,Private,550.0,495.0,1045.0,22.234338747099766,500.0,600.0,450.0,540.0,19.716602984622803,24.59198170215222,7259.0,5526.0,1368.0,23.0,52.0,5612.0,166.0,14424.0,14424.0,6192.0,3062.0,3130.0,392.0126459143969,634.0,1000.0,58.0,79.0,11.5,25.0,9812.0,75.0,1,0
2744,Keuka College,NY,Private,495.0,451.0,946.0,22.0,440.0,540.0,390.0,490.0,20.259858154496555,23.740141845503445,461.0,381.0,174.0,10.0,43.0,738.0,55.0,9600.0,9600.0,4550.0,4550.0,2060.983830845771,265.0,600.0,750.0,55.0,94.0,13.3,43.0,7863.0,51.0,1,0
2745,King's College,NY,Private,442.0,465.0,907.0,25.0,396.2537637435972,487.7462362564028,425.67772052771244,504.32227947228756,23.259858154496555,26.740141845503445,356.0,233.0,53.0,16.0,24.0,246.0,18.0,8190.0,8190.0,3920.0,1992.0,1928.0,250.0,500.0,1000.0,100.0,100.0,7.0,20.91296296296296,11082.0,60.40531561461794,1,0
2748,Le Moyne College,NY,Private,535.0,465.0,1000.0,25.0,480.0,590.0,420.0,510.0,23.0,27.0,1470.0,1199.0,425.0,21.0,76.0,1820.0,558.0,11040.0,11040.0,4840.0,1950.0,2890.0,320.0,400.0,900.0,89.0,92.0,13.3,28.0,8118.0,94.0,1,0
2758,Manhattan College,NY,Private,539.0,467.0,1006.0,22.234338747099766,510.0,590.0,430.0,540.0,19.716602984622803,24.59198170215222,2432.0,1730.0,563.0,20.0,63.0,2578.0,254.0,12370.0,12370.0,6800.0,6800.0,2060.983830845771,972.0,500.0,1800.0,92.0,92.0,13.6,25.0,10062.0,79.0,1,0
2760,Manhattanville College,NY,Private,524.0,500.0,1024.0,22.234338747099766,490.0,590.0,470.0,585.0,19.716602984622803,24.59198170215222,962.0,750.0,212.0,21.0,54.0,830.0,150.0,14700.0,14700.0,6550.0,3600.0,2950.0,410.0,450.0,400.0,97.0,97.0,11.3,24.0,11291.0,70.0,1,0
2765,Marist College,NY,Private,515.0,475.0,990.0,25.0,480.0,545.0,435.0,510.0,21.0,27.0,4731.0,3171.0,830.0,12.0,31.0,3557.0,658.0,10700.0,10700.0,5925.0,2400.0,3525.0,290.0,550.0,1200.0,74.0,81.0,17.6,34.0,8408.0,69.0,1,0
2768,Marymount College Tarrytown,NY,Private,456.0,460.0,916.0,22.234338747099766,400.0,500.0,410.0,530.0,19.716602984622803,24.59198170215222,478.0,327.0,117.0,9.0,34.0,731.0,370.0,11510.0,11510.0,6450.0,2514.6819571865444,2060.983830845771,390.0,575.0,1075.0,71.0,93.0,10.3,30.0,10502.0,77.0,1,0
2769,Marymount Manhattan College,NY,Private,500.0,460.0,960.0,24.0,360.0,530.0,360.0,530.0,21.0,26.0,695.0,535.0,239.0,21.0,30.0,988.0,785.0,10200.0,10200.0,7000.0,7000.0,2060.983830845771,125.0,350.0,1100.0,63.0,76.0,11.7,20.0,10622.0,68.0,1,0
2772,Mercy College,NY,Private,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,1518.0,1378.0,788.0,6.0,24.0,4266.0,1811.0,7200.0,7200.0,4162.106851549755,2514.6819571865444,2060.983830845771,392.0126459143969,500.0,800.0,67.0,67.0,13.8,20.91296296296296,5585.0,60.40531561461794,1,0
2775,Molloy College,NY,Private,468.0,435.0,903.0,22.234338747099766,350.0,540.0,340.0,490.0,19.716602984622803,24.59198170215222,481.0,401.0,185.0,16.0,40.0,1402.0,579.0,8800.0,8800.0,4162.106851549755,2514.6819571865444,2060.983830845771,345.0,800.0,6900.0,38.0,40.0,9.7,13.0,3822.0,80.0,1,0
2777,Medaille College,NY,Private,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,384.0,223.0,143.0,6.0,41.0,1146.0,236.0,8920.0,8920.0,4400.0,2500.0,1900.0,80.0,800.0,2050.0,65.0,70.0,16.2,16.0,7891.0,60.40531561461794,1,0
2778,Mount Saint Mary College,NY,Private,450.0,450.0,900.0,19.0,390.0,530.0,370.0,460.0,17.259858154496555,20.740141845503445,1170.0,695.0,238.0,14.0,48.0,1170.0,429.0,7470.0,7470.0,4600.0,4600.0,2060.983830845771,260.0,250.0,1400.0,74.0,75.0,15.3,23.0,6898.0,88.0,1,0
2779,Nazareth College of Rochester,NY,Private,540.0,494.0,1034.0,24.0,488.0,588.0,454.0,554.0,23.0,27.0,947.0,798.0,266.0,36.0,68.0,1274.0,471.0,10850.0,10850.0,5150.0,5150.0,2060.983830845771,200.0,550.0,800.0,77.0,93.0,13.6,24.0,8797.0,61.0,1,0
2785,New York University,NY,Private,604.0,542.0,1146.0,22.234338747099766,550.0,650.0,490.0,600.0,19.716602984622803,24.59198170215222,13594.0,7244.0,2505.0,70.0,86.0,12408.0,2814.0,17748.0,17748.0,7262.0,2514.6819571865444,2060.983830845771,991.0,450.0,1000.0,87.0,98.0,7.8,16.0,21227.0,71.0,1,0
2788,Niagara University,NY,Private,477.5,450.0,927.5,21.5,430.0,525.0,400.0,500.0,19.0,24.0,2220.0,1796.0,467.0,65.0,99.0,1919.0,334.0,10320.0,10320.0,4762.0,2514.6819571865444,2060.983830845771,420.0,450.0,650.0,68.0,100.0,14.2,20.0,7788.0,65.0,1,0
