FICE (Federal ID number),College name,State (postal code),"Type  (I, IIA, or IIB)",Average salary - full professors,Average salary - associate professors,Average salary - assistant professors,Average salary - all ranks,Average compensation - full professors,Average compensation - associate professors,Average compensation - assistant professors,Average compensation - all ranks,Number of full professors,Number of associate professors,Number of assistant professors,Number of instructors,Number of faculty - all ranks
2076,Hood College,MD,IIA,51600.0,42500.0,35200.0,40200,66500.0,53000.0,43400.0,50200,14,21,40,1,76
2077,Johns Hopkins University,MD,I,79800.0,54200.0,43500.0,59300,97200.0,67700.0,55100.0,73400,330,110,160,52,767
2078,Loyola College in Maryland,MD,IIA,63200.0,50000.0,39700.0,48200,80200.0,64000.0,51100.0,61700,50,76,89,5,222
2083,Morgan State University,MD,IIA,59400.0,51700.0,43900.0,45000,74300.0,65100.0,55800.0,57100,26,41,91,42,229
2086,Mount Saint Mary's Coll.&Sem,MD,IIB,46500.0,38400.0,31100.0,35800,56300.0,48700.0,38200.0,44800,14,29,34,4,85
2091,Salisbury State University,MD,IIA,54300.0,44500.0,35700.0,40400,67900.0,56200.0,45800.0,51300,54,63,78,8,240
2092,Saint John's College-Main,MD,IIB,52414.45562671546,41639.555555555555,35192.70008795075,43700,65348.7648673376,52379.28888888889,44211.257695690416,57200,0,0,0,0,43
2095,St.Mary's Coll.of Maryland,MD,IIB,56000.0,42600.0,34700.0,42600,68600.0,53300.0,43000.0,52600,24,35,29,9,97
2099,Towson State University,MD,IIA,53100.0,43300.0,38800.0,43900,69200.0,56500.0,50500.0,57300,141,136,169,25,471
2101,U. S. Naval Academy,MD,IIB,59500.0,45500.0,37700.0,49200,72100.0,55600.0,46600.0,60000,125,100,67,7,299
2102,University of Baltimore,MD,IIA,68000.0,56000.0,49000.0,58200,83300.0,69300.0,61200.0,71900,62,50,54,0,166
2103,Univ.of Maryland-Coll. Park,MD,I,70300.0,48700.0,40600.0,53900,86500.0,60800.0,50500.0,66900,535,388,163,133,1285
2105,Univ.of Maryland-Balto.Co.,MD,I,63800.0,45500.0,39500.0,46400,78300.0,57100.0,49100.0,57700,87,119,104,32,353
2106,Univ.of Maryland-Estrn Shore,MD,IIA,50000.0,45500.0,38800.0,37900,63000.0,57200.0,49300.0,48200,8,33,25,5,113
2108,Washington College,MD,IIB,49600.0,41900.0,34800.0,44300,63700.0,53200.0,42100.0,56200,33,12,15,0,60
2109,Western Maryland College,MD,IIB,47700.0,37900.0,31300.0,41200,61200.0,48900.0,40000.0,53000,36,30,10,3,79
2033,Univ.of Maine at Presque Isl,ME,IIB,43900.0,35400.0,30200.0,34300,56200.0,45300.0,38900.0,44000,15,19,25,4,67
2036,Bates College,ME,IIB,67100.0,49000.0,40400.0,51800,82400.0,60000.0,49400.0,63500,45,31,45,6,127
2038,Bowdoin College,ME,IIB,73800.0,52700.0,41800.0,55400,91800.0,65100.0,50300.0,68200,41,40,35,4,123
2039,Colby College,ME,IIB,74500.0,51500.0,38300.0,52400,90400.0,62200.0,45300.0,62900,43,33,60,4,140
2040,Univ.of Maine at Farmington,ME,IIB,46400.0,34800.0,29200.0,38500,59400.0,44800.0,37700.0,49600,47,26,13,14,101
2041,Univ.of Maine at Fort Kent,ME,IIB,43600.0,34700.0,32000.0,35600,55500.0,44200.0,41500.0,45600,9,10,12,2,33
2043,Husson College,ME,IIB,40700.0,35800.0,30200.0,33400,45400.0,40100.0,33800.0,37400,12,13,18,6,49
2050,University of New England,ME,IIA,45000.0,38000.0,32300.0,35400,54500.0,46800.0,39600.0,43400,11,22,39,4,76
2051,Saint Joseph's College,ME,IIB,52414.45562671546,32100.0,28300.0,29500,65348.7648673376,39100.0,35300.0,37000,4,8,33,0,45
2052,Thomas College,ME,IIB,52414.45562671546,33800.0,29700.0,31800,65348.7648673376,40400.0,34100.0,37400,2,7,8,0,17
2053,Univ.of Maine at Orono,ME,I,57400.0,43600.0,36600.0,44900,71600.0,55200.0,46300.0,56600,122,197,102,19,452
2055,Univ.of Maine at Machias,ME,IIB,46500.0,35500.0,28400.0,36000,58200.0,45900.0,36600.0,46200,7,24,8,0,39
6858,Unity College,ME,IIB,35500.0,26100.0,26100.0,28500,41800.0,31300.0,31300.0,34000,8,7,16,0,31
9762,Univ.of Maine at Southern,ME,IIA,58400.0,43900.0,36200.0,45900,72400.0,55800.0,45900.0,57800,78,144,61,7,291
2234,Adrian College,MI,IIB,43900.0,36500.0,31600.0,38600,55900.0,46600.0,40700.0,49300,37,8,14,7,66
2235,Albion College,MI,IIB,56200.0,44300.0,34600.0,46200,71600.0,57300.0,43700.0,58900,47,27,33,2,109
2236,Alma College,MI,IIB,52300.0,40800.0,33500.0,42200,64500.0,51500.0,42300.0,52700,25,27,21,2,75
2239,Aquinas College,MI,IIB,38700.0,31300.0,27500.0,31900,49100.0,37600.0,33100.0,39200,27,32,27,4,90
2241,Calvin College,MI,IIB,47100.0,41000.0,36300.0,44600,60400.0,52700.0,46100.0,57100,152,33,20,7,212
2243,Central Michigan University,MI,IIA,58800.0,46000.0,39700.0,49000,76800.0,61200.0,53400.0,64800,230,191,137,23,581
2247,Concordia College,MI,IIB,34200.0,30400.0,25700.0,28900,42800.0,37700.0,34000.0,36900,10,12,15,3,40
2252,William Tyndale College,MI,IIB,30900.0,41639.555555555555,35192.70008795075,29500,37700.0,52379.28888888889,44211.257695690416,36200,1,2,4,0,7
2259,Eastern Michigan University,MI,IIA,56000.0,44700.0,38900.0,46200,72200.0,59000.0,51900.0,60500,318,171,160,17,729
2260,Ferris State University,MI,IIA,54600.0,47000.0,40900.0,46700,71300.0,63100.0,56600.0,62800,143,160,151,10,477
2266,Grand Rapids Baptist College,MI,IIB,35300.0,28700.0,25400.0,28300,47400.0,37600.0,32600.0,37100,9,19,12,4,44
2268,Grand Valley State Univ.,MI,IIB,56800.0,47900.0,38700.0,46700,72600.0,61900.0,50800.0,60400,91,105,118,7,321
2273,Hope College,MI,IIB,51500.0,42000.0,35000.0,44300,68100.0,55900.0,45500.0,58500,70,49,38,2,159
2275,Kalamazoo College,MI,IIB,55300.0,44000.0,35200.0,45200,69600.0,56900.0,44000.0,57100,36,25,24,7,92
2282,Madonna University,MI,IIB,48200.0,39500.0,35200.0,38200,57600.0,46500.0,43000.0,45900,19,12,42,11,84
2284,Marygrove College,MI,IIB,43300.0,36500.0,29000.0,34800,53400.0,45000.0,35800.0,42900,7,26,13,3,49
2290,Michigan State University,MI,I,65100.0,49300.0,41300.0,55500,84300.0,66300.0,56900.0,73200,949,494,350,47,1840
2292,Michigan Technological Univ.,MI,IIA,66800.0,48200.0,42000.0,51100,85400.0,63800.0,56300.0,67100,99,124,95,11,338
2293,Lake Superior State Univ.,MI,IIB,51000.0,44600.0,35700.0,42200,66100.0,59600.0,47300.0,55700,32,35,38,7,112
2301,Northern Michigan University,MI,IIA,57100.0,45900.0,34700.0,46700,74900.0,60900.0,46800.0,61900,149,72,61,21,329
2307,Oakland University,MI,IIA,63300.0,51800.0,43200.0,53400,83100.0,69000.0,58200.0,71000,123,142,85,8,358
2308,Olivet College,MI,IIB,40000.0,41639.555555555555,30600.0,32900,48700.0,52379.28888888889,35700.0,39000,13,4,23,2,44
2314,Saginaw Valley State Univ.,MI,IIA,49900.0,44800.0,36400.0,44600,64200.0,58600.0,48200.0,58000,91,40,29,6,174
2316,Siena Heights College,MI,IIB,52414.45562671546,34200.0,30000.0,32500,65348.7648673376,44300.0,38300.0,41800,2,31,23,1,57
2318,Spring Arbor College,MI,IIB,36800.0,32100.0,28400.0,32000,45500.0,39800.0,37000.0,40000,22,15,19,6,62
2326,Univ.of Michigan-Dearborn,MI,IIA,55200.0,45200.0,40800.0,45100,70100.0,58300.0,53100.0,58200,70,66,51,0,219
2327,Univ.of Michigan-Flint,MI,IIA,56600.0,46000.0,40900.0,43700,70800.0,58200.0,52200.0,55500,43,46,57,1,184
2329,Wayne State University,MI,I,68300.0,52500.0,44700.0,53500,84600.0,66400.0,56000.0,66900,317,267,216,8,925
2330,Western Michigan University,MI,I,60300.0,48900.0,39600.0,50200,75500.0,62000.0,50500.0,63300,285,233,189,24,731
4673,Baker College of Flint,MI,IIB,52414.45562671546,41639.555555555555,37000.0,38500,65348.7648673376,52379.28888888889,48100.0,49600,5,4,25,2,36
6771,Center for Creative Studies,MI,IIB,40100.0,33300.0,26300.0,36000,48900.0,41300.0,33100.0,44200,29,11,6,2,48
9092,Univ.of Michigan-Ann Arbor,MI,I,77700.0,57700.0,46000.0,60500,95500.0,73100.0,59500.0,76000,850,419,472,9,1968
2334,Augsburg College,MN,IIB,43200.0,35600.0,31400.0,35700,55900.0,44900.0,38700.0,45000,35,29,58,1,123
2336,Bemidji State University,MN,IIA,49000.0,40300.0,34100.0,41900,62900.0,52000.0,44300.0,53900,91,40,50,11,192
2340,Carleton College,MN,IIB,63800.0,48600.0,39400.0,52100,80700.0,60400.0,50500.0,65900,68,36,45,4,155
2341,College of Saint Benedict,MN,IIB,49300.0,40400.0,33400.0,38100,59500.0,51200.0,40500.0,46800,18,50,47,8,125
2342,College of St. Catherine,MN,IIB,42800.0,36900.0,32600.0,35600,51500.0,44800.0,38500.0,42700,27,53,54,9,143
2343,College of St. Scholastica,MN,IIB,46100.0,37400.0,32700.0,34500,56800.0,46600.0,42100.0,43600,14,31,50,18,119
2345,University of St. Thomas,MN,IIA,56300.0,42900.0,36600.0,40200,70200.0,53800.0,46500.0,50800,31,104,146,29,310
2346,Concordia College-Moorhead,MN,IIB,52700.0,41900.0,35600.0,41300,63800.0,50300.0,42600.0,49600,47,38,60,21,166
2347,Concordia College-St. Paul,MN,IIB,40700.0,36300.0,31900.0,35300,49300.0,44300.0,39400.0,43300,14,12,23,1,50
2353,Gustavus Adolphus College,MN,IIB,48600.0,40200.0,33800.0,40800,62500.0,50700.0,42300.0,51800,59,47,44,12,162
2354,Hamline University,MN,IIA,55600.0,45100.0,34200.0,46100,70600.0,57500.0,42400.0,58300,58,29,27,8,128
2358,Macalester College,MN,IIB,63900.0,49200.0,40600.0,51400,80700.0,62200.0,50000.0,64500,46,32,36,7,121
2360,Mankato State University,MN,IIA,52300.0,44100.0,37100.0,45300,66200.0,56700.0,48200.0,58000,210,138,125,16,489
2367,Moorhead State University,MN,IIA,51200.0,42100.0,35300.0,41900,65100.0,54400.0,46100.0,54000,131,65,120,29,345
2371,Northwestern College,MN,IIB,37300.0,33900.0,31300.0,33300,51000.0,45400.0,40600.0,44100,13,16,27,1,57
2375,Southwest State University,MN,IIB,52500.0,41700.0,35500.0,45900,68600.0,55100.0,46600.0,60200,57,40,19,1,117
2377,St. Cloud State University,MN,IIA,51800.0,41700.0,35400.0,44100,66200.0,54600.0,46400.0,57000,259,143,146,25,573
2379,St. John's University,MN,IIB,51200.0,41200.0,35300.0,41800,67200.0,52300.0,43500.0,53200,37,44,38,6,126
2380,Saint Mary's Coll. of Minn.,MN,IIA,48800.0,39600.0,29500.0,38900,59500.0,48300.0,35800.0,47300,28,23,27,3,81
2382,St. Olaf College,MN,IIB,55100.0,41700.0,35500.0,44600,67300.0,50900.0,43000.0,54300,82,93,49,11,235
2388,Univ. Minnesota-Duluth,MN,IIA,55100.0,44600.0,38600.0,45800,71900.0,59100.0,52000.0,60600,90,112,72,11,285
2389,Univ. Minnesota-Morris,MN,IIB,53300.0,39900.0,33400.0,38900,69700.0,53400.0,45700.0,52200,27,23,45,17,112
2394,Winona State University,MN,IIB,51500.0,42000.0,35800.0,43000,65200.0,53700.0,45400.0,54700,118,73,85,17,293
3969,Univ. Minnesota-Twin Cities,MN,I,66200.0,46800.0,41800.0,55700,84200.0,61300.0,55200.0,71900,785,468,271,12,1538
9058,Bethel College,MN,IIB,43000.0,35600.0,31300.0,37500,59700.0,46400.0,40400.0,50300,43,48,12,7,110
2449,Avila College,MO,IIB,37900.0,34000.0,29500.0,31700,45900.0,40400.0,34900.0,37700,10,13,17,12,52
2453,Central Methodist College,MO,IIB,40200.0,33600.0,25200.0,31000,47800.0,40300.0,30800.0,37400,11,20,22,3,56
2454,Central Missouri State Univ.,MO,IIA,51700.0,44000.0,37900.0,42900,63000.0,53800.0,46700.0,52600,158,103,135,53,451
2456,Columbia College,MO,IIB,36200.0,30700.0,27300.0,29900,43700.0,37500.0,33600.0,36400,10,11,22,3,46
2460,Culver-Stockton College,MO,IIB,39600.0,34800.0,29700.0,33200,46300.0,40600.0,34700.0,38800,9,20,22,1,52
2461,Drury College,MO,IIB,44800.0,39400.0,32300.0,37500,54600.0,48300.0,40000.0,46000,26,23,31,2,87
2466,Harris-Stowe State College,MO,IIB,35000.0,29800.0,30200.0,30400,43100.0,37000.0,37400.0,37700,12,6,8,14,40
2473,Kansas City Art Institute,MO,IIB,44000.0,41639.555555555555,29900.0,37300,53500.0,52379.28888888889,35700.0,45000,26,1,13,7,47
2479,Lincoln University,MO,IIA,41400.0,33500.0,28200.0,30800,50600.0,41300.0,35000.0,38100,22,22,45,30,119
2480,Lindenwood College,MO,IIA,41600.0,36700.0,30600.0,34000,47700.0,42200.0,35400.0,39200,15,27,55,0,97
2482,Maryville Univ. of St.Louis,MO,IIA,44900.0,35500.0,31000.0,35900,54800.0,43400.0,37800.0,44200,26,13,27,12,78
2488,Missouri Southern State Coll,MO,IIB,48900.0,40600.0,34900.0,38900,59200.0,49600.0,43000.0,47600,42,50,67,28,187
2489,Missouri Valley College,MO,IIB,52414.45562671546,31800.0,28500.0,30200,65348.7648673376,37900.0,33400.0,35700,4,18,22,3,47
2490,Missouri Western State Coll.,MO,IIB,47300.0,39300.0,33400.0,38500,58000.0,48300.0,41400.0,47400,44,44,64,9,161
2495,Northeast Missouri St. Univ.,MO,IIA,50500.0,41100.0,34200.0,38500,61500.0,50200.0,42200.0,47300,54,103,142,27,328
2496,Northwest Missouri St. Univ.,MO,IIA,52600.0,40400.0,34800.0,37900,63400.0,49000.0,42500.0,46100,48,49,85,36,231
2498,Park College,MO,IIB,34100.0,32000.0,28300.0,29900,40700.0,38800.0,33600.0,35600,10,8,24,3,45
2499,Rockhurst College,MO,IIB,44800.0,38000.0,35000.0,36900,54800.0,46000.0,42200.0,44800,15,31,33,9,88
2500,College of The Ozarks,MO,IIB,44600.0,39200.0,35000.0,39300,54700.0,48300.0,42500.0,48200,27,25,23,4,79
2501,Southeast Missouri St. Univ.,MO,IIA,50500.0,43200.0,35900.0,41600,61200.0,52700.0,44100.0,50800,113,99,106,45,363
2503,Southwest Missouri St. Univ.,MO,IIA,51600.0,42200.0,36400.0,41700,61700.0,51000.0,44100.0,50200,247,151,180,43,671
2506,Saint Louis Univ.-Main,MO,I,65700.0,47500.0,40200.0,50000,78300.0,57500.0,48400.0,60000,133,111,120,31,395
2512,Stephens College,MO,IIB,52414.45562671546,41639.555555555555,35192.70008795075,28200,65348.7648673376,52379.28888888889,44211.257695690416,36400,0,0,0,0,62
2516,Univ.of Missouri-Columbia,MO,I,60300.0,45600.0,40700.0,48500,72900.0,56000.0,49900.0,59200,336,256,244,63,899
2517,Univ.of Missouri-Rolla,MO,I,66300.0,50800.0,45400.0,56400,80200.0,62600.0,55700.0,68600,114,79,56,4,253
2518,Univ.of Missouri-Kansas City,MO,I,58000.0,44500.0,38100.0,47300,70200.0,54500.0,46700.0,57700,151,167,107,9,434
2519,Univ.of Missouri-St. Louis,MO,I,57600.0,46000.0,41200.0,47600,69900.0,56100.0,50300.0,57900,86,103,110,5,304
2520,Washington University,MO,I,78200.0,53400.0,45100.0,60100,95200.0,65200.0,54000.0,73000,264,136,175,18,620
2521,Webster University,MO,IIA,50500.0,43500.0,32500.0,39500,62300.0,54200.0,41400.0,49500,28,29,55,0,115
2523,Westminster College,MO,IIB,45100.0,39000.0,29800.0,38100,54900.0,48100.0,36100.0,46500,17,17,12,4,50
2524,William Jewell College,MO,IIB,42200.0,34200.0,30600.0,36400,52900.0,45800.0,39100.0,46300,42,12,31,3,88
2525,William Woods University,MO,IIB,37000.0,30300.0,29000.0,31200,47600.0,37400.0,35000.0,39000,13,13,13,5,45
7540,Missouri Baptist College,MO,IIB,52414.45562671546,29400.0,28100.0,26500,65348.7648673376,38900.0,36000.0,34400,1,7,10,11,29
9089,Hannibal-LaGrange College,MO,IIB,52414.45562671546,28400.0,24800.0,25800,65348.7648673376,36600.0,30800.0,32400,4,8,21,5,38
2396,Alcorn State University,MS,IIB,41900.0,37100.0,32600.0,32000,53400.0,47300.0,41400.0,40600,25,35,35,73,168
2397,Belhaven College,MS,IIB,36400.0,30400.0,29800.0,31400,42300.0,35500.0,34800.0,36600,9,8,15,2,34
2398,Blue Mountain College,MS,IIB,28400.0,25900.0,35192.70008795075,26300,34700.0,31500.0,44211.257695690416,32200,6,12,5,2,25
2403,Delta State University,MS,IIA,40000.0,33700.0,31400.0,33700,48700.0,41300.0,38600.0,41300,60,32,47,36,175
2410,Jackson State University,MS,IIA,42500.0,39100.0,33700.0,36200,51100.0,47100.0,40700.0,43600,81,79,114,54,328
2414,Millsaps College,MS,IIB,49800.0,37600.0,32200.0,38700,61500.0,47800.0,38100.0,47500,25,27,29,4,85
2422,Mississippi Univ. for Women,MS,IIA,40000.0,41639.555555555555,30600.0,32400,49200.0,52379.28888888889,37900.0,40000,33,5,44,30,112
2423,Mississippi State University,MS,I,54000.0,43200.0,38900.0,45500,64900.0,52100.0,47100.0,54800,278,191,155,40,669
2424,Mississippi Valley St. Univ.,MS,IIB,35900.0,33100.0,28700.0,29700,45600.0,42300.0,37000.0,38200,25,17,38,26,106
2433,Rust College,MS,IIB,34100.0,28000.0,30200.0,28500,38200.0,31300.0,33700.0,31800,11,8,24,18,61
2439,Tougaloo College,MS,IIB,30000.0,26700.0,24400.0,26200,37000.0,32700.0,28900.0,31800,17,22,18,9,66
2440,University of Mississippi,MS,I,55800.0,42800.0,38400.0,44000,67600.0,52400.0,47100.0,53700,138,111,158,29,439
2441,Univ.of Southern Mississippi,MS,I,56200.0,43800.0,35200.0,43800,66400.0,52000.0,42000.0,52000,183,162,160,58,563
2526,Carroll College,MT,IIB,39400.0,34300.0,28500.0,32600,47800.0,41300.0,34400.0,39400,12,23,29,0,64
2527,College of Great Falls,MT,IIB,36100.0,30500.0,25800.0,29900,45900.0,36700.0,31200.0,36400,10,19,7,7,43
2530,Eastern Montana College,MT,IIA,40900.0,35800.0,29200.0,34800,50000.0,44000.0,36400.0,43000,47,41,48,5,141
2531,Montana Coll.Min.Sci.& Tech.,MT,IIA,48100.0,39500.0,33600.0,42000,58300.0,48400.0,41600.0,51200,45,17,18,6,86
2532,Montana State University,MT,I,49700.0,39700.0,34600.0,40700,60200.0,48700.0,42700.0,49800,154,146,144,24,468
2533,Northern Montana College,MT,IIA,40300.0,34200.0,30900.0,33200,49300.0,42500.0,38400.0,41100,15,19,41,3,79
2536,University of Montana,MT,I,44600.0,36500.0,32300.0,39200,53700.0,44200.0,39500.0,47400,200,79,95,16,390
2537,Western Montana Coll.of UM,MT,IIA,38800.0,33000.0,28900.0,31300,47300.0,40700.0,35900.0,38600,8,12,22,4,46
2905,North Carolina A&T St. Univ.,NC,IIA,52400.0,44800.0,40900.0,43200,63700.0,54700.0,49600.0,52600,68,106,116,15,361
2906,Appalachian State University,NC,IIA,49100.0,41300.0,36600.0,42400,59800.0,50500.0,44800.0,51800,249,117,113,19,545
2907,Univ. of N.C. at Asheville,NC,IIB,53300.0,43600.0,35000.0,41700,64700.0,53200.0,43000.0,51000,40,41,37,4,147
2908,Barton College,NC,IIB,34800.0,31200.0,29900.0,31100,41100.0,37200.0,34900.0,36500,18,25,37,3,84
2909,Barber-Scotia College,NC,IIB,35200.0,31200.0,28700.0,29700,41200.0,36000.0,33500.0,34700,13,12,14,13,52
2910,Belmont Abbey College,NC,IIB,34800.0,31600.0,28100.0,30900,43400.0,39200.0,35000.0,38400,8,21,17,0,46
2911,Bennett College,NC,IIB,35100.0,37700.0,30000.0,32300,41800.0,43700.0,34600.0,37500,9,16,16,11,52
2914,Catawba College,NC,IIB,39500.0,32600.0,28800.0,34200,49000.0,39400.0,34500.0,41800,30,12,23,1,66
2918,Davidson College,NC,IIB,62600.0,46000.0,35600.0,50600,80100.0,59100.0,44000.0,64400,60,34,32,4,130
2920,Duke University,NC,I,85400.0,58400.0,45900.0,69900,105500.0,72800.0,55300.0,86200,330,149,141,0,620
2923,East Carolina University,NC,IIA,55400.0,43000.0,37700.0,41500,67200.0,52500.0,46200.0,50700,189,187,261,11,792
2926,Elizabeth City State Univ.,NC,IIB,47200.0,41500.0,33800.0,39800,58000.0,51000.0,42000.0,48900,32,32,16,3,105
2927,Elon College,NC,IIB,45900.0,38800.0,33100.0,37200,57200.0,48200.0,40100.0,45600,30,38,64,6,138
2928,Fayetteville State Univ.,NC,IIA,52500.0,43700.0,37500.0,40700,64000.0,53600.0,46000.0,49900,27,72,50,4,193
2929,Gardner-Webb University,NC,IIB,34800.0,30500.0,29400.0,31200,41400.0,35700.0,34900.0,37100,39,7,26,15,87
2930,Greensboro College,NC,IIB,37700.0,33100.0,30900.0,33300,45600.0,40000.0,36700.0,40400,11,21,10,2,44
2931,Guilford College,NC,IIB,49200.0,41400.0,33800.0,41000,61500.0,50500.0,40700.0,50300,32,22,29,5,90
2933,High Point University,NC,IIB,47500.0,39700.0,33000.0,34900,59100.0,49600.0,40700.0,43500,14,25,35,9,94
2936,Johnson C. Smith University,NC,IIB,40800.0,35700.0,30300.0,32700,48500.0,42700.0,36700.0,39400,11,27,34,12,84
2941,Lenoir-Rhyne College,NC,IIB,37700.0,32300.0,29500.0,34500,46200.0,41000.0,35700.0,42600,47,26,17,1,91
2942,Livingstone College,NC,IIB,52414.45562671546,25700.0,26300.0,25900,65348.7648673376,29200.0,29800.0,29400,5,12,22,14,53
2944,Mars Hill College,NC,IIB,35600.0,30800.0,25900.0,30900,42600.0,37800.0,30900.0,37200,35,16,18,11,80
2945,Meredith College,NC,IIB,44000.0,37300.0,32800.0,36600,51700.0,44200.0,38700.0,43100,26,30,31,16,103
2946,Methodist College,NC,IIB,34800.0,30900.0,29500.0,31600,41600.0,37100.0,35300.0,37900,21,21,19,1,62
2948,Montreat-Anderson College,NC,IIB,52414.45562671546,30400.0,27400.0,29900,65348.7648673376,39300.0,35500.0,39300,4,12,8,0,24
2950,North Carolina Central Univ.,NC,IIA,55100.0,44700.0,37300.0,42300,67000.0,54700.0,46000.0,51800,56,84,70,9,263
2951,North Carolina Wesleyan Coll,NC,IIB,38400.0,31700.0,29900.0,32000,47800.0,38500.0,36000.0,38900,10,13,20,2,45
2954,Pembroke State University,NC,IIA,53800.0,40300.0,34100.0,41300,65500.0,49500.0,42100.0,50500,49,32,31,2,143
2955,Pfeiffer College,NC,IIB,39500.0,32200.0,26900.0,33700,47100.0,38100.0,32100.0,40100,23,9,15,2,49
2957,Queens College,NC,IIB,42700.0,36000.0,31900.0,35000,51100.0,43700.0,38400.0,42200,14,21,20,8,63
2960,Salem College,NC,IIB,37800.0,34900.0,28300.0,32400,46600.0,45100.0,34900.0,40700,9,15,17,3,44
2962,Shaw University,NC,IIB,52414.45562671546,32100.0,29300.0,29200,65348.7648673376,38300.0,34800.0,34500,5,19,43,25,92
2972,North Carolina State Univ.,NC,I,66500.0,47500.0,41700.0,50500,79700.0,57800.0,50800.0,61000,463,345,200,12,1235
2974,Univ. of N.C. at Chapel Hill,NC,I,70100.0,51200.0,41000.0,56500,83700.0,62000.0,49800.0,67800,572,329,212,18,1268
2975,Univ. of N.C. at Charlotte,NC,IIA,56800.0,44800.0,38500.0,44100,68600.0,54600.0,47000.0,53600,173,189,197,0,643
2976,Univ. of N.C. at Greensboro,NC,I,61000.0,44300.0,37700.0,43500,73500.0,54000.0,46100.0,52900,140,178,135,8,572
2978,Wake Forest University,NC,IIA,68500.0,52600.0,43300.0,55700,83700.0,64100.0,50800.0,67400,135,86,74,18,323
2979,Warren Wilson College,NC,IIB,52414.45562671546,41639.555555555555,35192.70008795075,28300,65348.7648673376,52379.28888888889,44211.257695690416,35200,0,0,0,0,42
2981,Western Carolina University,NC,IIA,51500.0,43900.0,36400.0,41400,62700.0,53700.0,44800.0,50600,71,106,93,1,319
2984,Univ. of N.C. at Wilmington,NC,IIA,53300.0,41900.0,36600.0,42100,64800.0,51100.0,44900.0,51400,94,105,108,1,346
2985,Wingate College,NC,IIB,38000.0,30800.0,30100.0,32000,46900.0,38500.0,36600.0,39400,23,25,24,7,79
2986,Winston-Salem State Univ.,NC,IIB,48000.0,42100.0,36500.0,40700,58700.0,51600.0,45100.0,50000,39,48,30,6,149
2989,Dickinson State University,ND,IIB,40200.0,34200.0,30200.0,31600,50600.0,43200.0,37600.0,39700,9,14,33,13,71
2993,Mayville State University,ND,IIB,41500.0,41639.555555555555,31300.0,34000,51900.0,52379.28888888889,39900.0,42900,9,4,21,3,37
2994,Minot State University,ND,IIA,45700.0,38300.0,33100.0,34700,56300.0,47700.0,41600.0,43600,34,41,68,16,188
3005,Univ. of North Dakota-Main,ND,I,46000.0,39100.0,34500.0,37900,57200.0,48900.0,43100.0,47300,130,124,163,27,472
3008,Valley City State University,ND,IIB,40300.0,36800.0,31300.0,34000,50100.0,46200.0,38300.0,42500,12,14,16,6,54
9265,North Dakota State Univ.,ND,IIA,47300.0,39100.0,35300.0,39800,54500.0,45800.0,42000.0,46700,130,125,149,6,423
2539,Chadron State College,NE,IIA,49100.0,40400.0,32900.0,39000,59300.0,50000.0,40600.0,47600,33,20,19,19,91
2540,College of Saint Mary,NE,IIB,52414.45562671546,32100.0,29300.0,30000,65348.7648673376,39500.0,34700.0,36200,5,13,19,6,43
2541,Concordia Teachers College,NE,IIB,35200.0,31600.0,28200.0,32000,42300.0,39000.0,35700.0,39300,22,16,15,1,54
2542,Creighton University,NE,IIA,64900.0,46200.0,35100.0,43700,79300.0,56200.0,41800.0,52900,66,119,127,22,342
2543,Dana College,NE,IIB,33800.0,30000.0,27600.0,30000,40400.0,36800.0,33600.0,36400,11,11,11,3,36
2544,Doane College,NE,IIB,43600.0,39200.0,32600.0,36000,52100.0,46500.0,39100.0,43100,17,7,28,5,57
2548,Hastings College,NE,IIB,42600.0,35900.0,30500.0,35300,51600.0,43400.0,36900.0,42600,19,19,24,4,66
2551,Univ. of Nebraska at Kearney,NE,IIA,50900.0,43300.0,36500.0,40900,61800.0,53300.0,44800.0,50200,81,89,92,9,309
2553,Midland Lutheran College,NE,IIB,37200.0,41639.555555555555,27800.0,30100,44900.0,52379.28888888889,34600.0,37100,14,4,25,9,52
2554,Univ.of Nebraska at Omaha,NE,IIA,52800.0,44600.0,41700.0,45200,63500.0,54000.0,50700.0,54700,149,115,97,36,403
2555,Nebraska Wesleyan University,NE,IIB,45400.0,38100.0,32700.0,39600,54800.0,46800.0,40000.0,48100,37,23,25,2,87
2559,Peru State College,NE,IIB,48300.0,40200.0,30800.0,36700,58400.0,49300.0,38500.0,45200,14,8,19,9,50
2563,Union College,NE,IIB,29000.0,29300.0,27200.0,28800,35800.0,35900.0,33400.0,35400,18,14,7,1,40
2565,Univ.of Nebraska-Lincoln,NE,I,66100.0,47700.0,41000.0,52300,79200.0,58400.0,50500.0,63500,436,344,316,31,1127
2566,Wayne State College,NE,IIA,48100.0,41100.0,32400.0,39400,58500.0,50100.0,39900.0,48200,46,25,41,13,125
9743,Bellevue College,NE,IIB,37900.0,34000.0,28900.0,31700,44900.0,40400.0,34600.0,37800,6,12,23,0,41
9862,Clarkson College,NE,IIB,52414.45562671546,40700.0,37700.0,36800,65348.7648673376,46900.0,43400.0,42500,1,6,8,11,26
2572,Colby-Sawyer College,NH,IIB,39700.0,38000.0,27700.0,32900,48800.0,46800.0,34900.0,41000,9,9,19,1,38
2573,Dartmouth College,NH,I,78500.0,53600.0,42900.0,61000,100200.0,68600.0,53200.0,77400,163,89,114,5,371
